EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
55524,MEDINA CO.,LODI,08/09/2007,1535,Tornado, ,EF1,0,0,175000,0,OH,EST-5, ,9855,C,103,CLE,0,0,NWS Storm Survey, ,1,50,2,NNW,2,N,LODI,08/09/2007,1540,41.0567,-82.0347,41.0589,-82.02,"A storm survey revealed that an EF1 tornado touched down on a farm about two miles north of Lodi, just north of U.S. Route 224. Three barns were destroyed by the tornado. As many as 100 dairy cows were trapped in a barn that collapsed and had to be rescued from the debris. Some of the animals were killed or had to be put down because the injuries were so severe. Dozens of trees were damaged along the damage path which was about a mile in length and no more than 50 yards in width.","A frontal boundary was oriented west to east across central Ohio. The surface frontal boundary, in combination with upper level atmospheric support, allowed for severe thunderstorms to develop across the region. Many of the thunderstorms that day were severe, and even a few tornadoes developed across northern Ohio.",11
58268,MORROW CO.,SHAUCK,08/20/2007,1355,Tornado, ,EF1,0,0,25000,0,OH,EST-5, ,10468,C,117,CLE,0,0,Trained Spotter, ,0.5,50,3,NNE,3,NE,SHAUCK,08/20/2007,1357,40.6601,-82.6481,40.6507,-82.6296,"An EF1 tornado touched down in northeastern Morrow County north of Shauck (Johnsville) shortly before 3 pm.  The tornado quickly moved southeast into Richland County.  In Morrow County, a distinct damage path of downed trees was observed.  The tornado was on the ground in Morrow County for perhaps one half mile and had a path no more than 50 yards in width.","A stationary boundary stretched from west to east through northern Ohio during the morning hours of the 20th, and remained nearly stationary for the next several days. In addition to producing heavy rain a few of the thunderstorms became severe.",12
58271,RICHLAND CO.,KINGS CORNERS,08/20/2007,1357,Tornado, ,EF1,0,0,125000,0,OH,EST-5, ,10468,C,139,CLE,0,0,NWS Storm Survey, ,4.42,50,2,WNW,3,SE,KINGS CORNERS,08/20/2007,1407,40.6583,-82.6464,40.6193,-82.5796,"An EF1 tornado moved into southwestern Richland County from Morrow County around 3 pm.  This occurred west of Kings Corner along Kings Corner West Road.  Two farms in this area sustained damage from the tornado.  The tornado then moved southeast across U.S. Highway 42 and followed Kings Corner East Road for about a mile.  The tornado then crossed State Route 546 near Eckert Road and eventually lifted near the intersection of Mock Road and Mill Run Road after damaging another home.  The tornado had a damage path about four and a half miles long and no more than 50 yards wide in Richland County.  A distinctive damage path was visible in wooded areas.  The same thunderstorm that produced this tornado was also responsible for a downburst that downed many trees in southwestern Richland County.","A stationary boundary stretched from west to east through northern Ohio during the morning hours of the 20th, and remained nearly stationary for the next several days. In addition to producing heavy rain a few of the thunderstorms became severe.",13
75222,PREBLE CO.,LEWISBURG GILMER ARP,01/29/2008,2100,Tornado, ,EF0,0,0,25000,0,OH,EST-5, ,13482,C,135,ILN,0,0,NWS Storm Survey, ,2,80,2,WNW,1,NW,LEWISBURG GILMER ARP,01/29/2008,2104,39.8397,-84.5592,39.8406,-84.5336,"A tornado touched down near Lewisburg and produced scattered damage along a two mile path.  A barn sustained damage along Shields Road.  A house lost part of its roof near the Interstate 70-State Route 503 interchange just south of Lewisburg.  There was extensive tree damage in vicinity of the house, with some of the tree debris dropped into a creek bed behind the house.","A line of severe thunderstorms along a strong cold front produced wind damage across southern and western Ohio.",14
96607,LUCAS CO.,CURTICE,04/11/2008,1820,Tornado, ,EF1,0,0,200000,0,OH,EST-5, ,16762,C,95,CLE,0,0,NWS Storm Survey, ,5.25,35,1,N,1,SW,RENO BEACH,04/11/2008,1830,41.6345,-83.37,41.6649,-83.2769,"A tornado touched down in eastern Lucas County about a mile north of Curtice near the intersection of North Curtice Road and State Route 2.  The tornado traveled northeast for about five miles and lifted near Reno Beach.  The damage path was intermittent and no more than 35 yards in width.  Several camping trailers were overturned by the tornado and a large sign was blown down. Dozens of trees were toppled along the damage path.","An area of low pressure passed to the north of Lake Erie during the evening of April 11th.  A cold front trailing the low swept east across Ohio.  Showers and thunderstorms developed ahead of this front with a few of them becoming severe.",15
98071,CLINTON CO.,PORT WILLIAM,05/08/2008,1620,Tornado, ,EF0,0,0,5000,0,OH,EST-5, ,16986,C,27,ILN,0,0,NWS Storm Survey, ,0.39,20,0,N,0,N,PORT WILLIAM,05/08/2008,1622,39.55,-83.78,39.5556,-83.7804,"A tornado breifly touched down in Port William, producing minor tree and trailer damage.  The tornado was rated EF-0 with top winds at 65-70 mph.","A shower produced a persistent wall cloud, funnel clouds and several brief tornado touchdowns along a frontal boundary aligned along Interstate 70 in southwest Ohio.",16
98072,GREENE CO.,JAMESTOWN,05/08/2008,1625,Tornado, ,EF0,0,0,1000,0,OH,EST-5, ,16986,C,57,ILN,0,0,Emergency Manager, ,0.07,10,0,NNE,0,NNE,JAMESTOWN,05/08/2008,1627,39.6543,-83.7285,39.6553,-83.7285,"An EF-0 tornado breifly touched down near Jamestown.","A shower produced a persistent wall cloud, funnel clouds and several brief tornado touchdowns along a frontal boundary aligned along Interstate 70 in southwest Ohio.",17
98073,CLARK CO.,SELMA,05/08/2008,1713,Tornado, ,EF0,0,0,1000,0,OH,EST-5, ,16986,C,23,ILN,0,0,Trained Spotter, ,0.16,10,1,NNE,1,NNE,SELMA,05/08/2008,1715,39.7895,-83.7169,39.7918,-83.7166,"An EF-0 tornado briefly touched down near Selma.","A shower produced a persistent wall cloud, funnel clouds and several brief tornado touchdowns along a frontal boundary aligned along Interstate 70 in southwest Ohio.",18
98074,MADISON CO.,WEST JEFFERSON,05/11/2008,1210,Tornado, ,EF0,0,0,5000,0,OH,EST-5, ,16987,C,97,ILN,0,0,Law Enforcement, ,1.17,20,3,N,4,NNE,WEST JEFFERSON,05/11/2008,1212,39.9716,-83.2657,39.9833,-83.2498,"A tornado touched down in a field just west of State Route 142 and south of Interstate 70 a few miles northeast of West Jefferson in eastern Madison County.  Several trees were damaged and at least one was ripped out of the ground and tossed across State Route 142.  The path length extended for about 200 yards.  The tornado touched back down about 1.5 miles to the northeast in western Franklin County near a residence along Amity Road just north of Interstate 70.  Additional tree damage occurred in this location.  This tornado was rated EF-0 with maximum wind speeds of 75 mph.","A shower moving across Madison, Franklin and Delaware Counties in central Ohio produced a persistent funnel cloud and a few brief tornado touchdowns.  The shower moved across the western and northern portions of the Columbus metropolitan area.",19
98075,FRANKLIN CO.,MUDSOCK,05/11/2008,1212,Tornado, ,EF0,0,0,5000,0,OH,EST-5, ,16987,C,49,ILN,0,0,Law Enforcement, ,0.59,10,4,WSW,3,W,MUDSOCK,05/11/2008,1214,39.984,-83.2487,39.9911,-83.2426,"A tornado touched down in a field just west of State Route 142 and south of Interstate 70 a few miles northeast of West Jefferson in eastern Madison County.  Several trees were damaged and at least one was ripped out of the ground and tossed across State Route 142.  The path length extended for about 200 yards.  The tornado touched back down about 1.5 miles to the northeast in western Franklin County near a residence along Amity Road just north of Interstate 70.  Additional tree damage occurred in this location.  This tornado was rated EF-0 with maximum wind speeds of 75 mph.","A shower moving across Madison, Franklin and Delaware Counties in central Ohio produced a persistent funnel cloud and a few brief tornado touchdowns.  The shower moved across the western and northern portions of the Columbus metropolitan area.",20
95320,VAN WERT CO.,WREN,05/30/2008,2258,Tornado, ,EF0,0,0,60000,0,OH,EST-5, ,15954,C,161,IWX,0,0,NWS Storm Survey, ,0.24,25,3,NNW,3,NNW,WREN,05/30/2008,2259,40.8381,-84.8025,40.8381,-84.7979,"The tornado touched down near the Adams county, Indiana and Van Wert county, Ohio line. It proceeded across State Line Road and destroyed 2 closed, steel doors on a barn. The tornado dissipated over open field. Damage is estimated at $60,000 to the barn. No injuries were reported.","A moderately unstable, sheared environment was in place across northwestern Ohio ahead of a cold front. The atmosphere remained capped until the evening hours, when storms began to develop rapidly with a few becoming severe. The severe storms were confined south of a Paulding to Leipsic line. A tornado touched down in the Glandorf area with other areas seeing straight-line wind damage.",21
91817,PUTNAM CO.,GLANDORF,05/30/2008,2328,Tornado, ,EF0,0,0,1200000,0,OH,EST-5, ,15954,C,137,IWX,0,0,NWS Storm Survey, ,3.24,464,3,WNW,2,NNE,GLANDORF,05/30/2008,2331,41.0477,-84.126,41.0491,-84.0638,"The tornado formed near Road 13I just south of Township Highway I and dissipated near the Firefox Lake Private Subdivision.  As the tornado moved toward the Blanchard River it quickly widened to a peak width of 464 yards or just a little over a quarter of a mile.  The tornado continued east before crossing the river again and quickly weakening.  The most significant damage occurred along Township Highway I between Roads 13 and 13I.  The tornado destroyed six outbuildings including pole barns and well built buildings constructed on a foundation.  Over a half dozen homes were damaged with several sustaining major damage including the complete removal of roofs.  A large amount of agricultural equipment and eleven vehicles were also damaged or destroyed with total monetary losses initially estimated at $1,200,000.","A moderately unstable, sheared environment was in place across northwestern Ohio ahead of a cold front. The atmosphere remained capped until the evening hours, when storms began to develop rapidly with a few becoming severe. The severe storms were confined south of a Paulding to Leipsic line. A tornado touched down in the Glandorf area with other areas seeing straight-line wind damage.",22
107422,HANCOCK CO.,ARCADIA,05/31/2008,29,Tornado, ,EF2,0,6,1000000,0,OH,EST-5, ,18367,C,63,CLE,0,0,NWS Storm Survey, ,5.81,100,2,SSW,4,N,WEST INDEPENDENCE,05/31/2008,41,41.0937,-83.5166,41.1374,-83.4213,"A tornado touched down in northeastern Hancock County about two miles southwest of Arcadia near the intersection of Township Roads 214 and 254.  The tornado continued northeast for about six miles before moving into Seneca County on the south end of Fostoria.  The total tornado path length was over eight miles.  The track was parallel to State Route 12 and about a mile to the south of the road.  The tornado was initially an EF1 but strengthened to EF2 intensity after crossing County Road 330.  The tornado returned to EF1 intensity just before reaching County Road 23 on the southwest edge of Fostoria.  The damage path had a maximum width of around 100 yards.  Around a dozen properties sustained damage from this tornado.  At least two homes were destroyed with several others heavily damaged.  Many outbuildings were also damaged.  Hundreds of trees were toppled along the damage path.  At least six people were treated at a Fostoria hospital for cuts and bruises.","A cold front trailing an area of low pressure over the central Great Lakes moved into western Ohio during the late evening hours of May 30th.  Showers and thunderstorms developed in advance of this front and moved across northern Ohio during the early morning hours of May 31st.  A few of these thunderstorms became severe with one producing a tornado.",23
107423,SENECA CO.,FOSTORIA SNYDER ARPT,05/31/2008,41,Tornado, ,EF1,0,0,750000,0,OH,EST-5, ,18367,C,147,CLE,0,0,NWS Storm Survey, ,2.5,100,1,SSW,3,SSW,FOSTORIA,05/31/2008,45,41.1593,-83.3831,41.1374,-83.4213,"An EF1 tornado continued into western Seneca County from Hancock County.  The tornado entered the county on the south side of Fostoria and continued northeast for around two and half miles before dissipating near County Road 60.  One home on the south side of Fostoria was damaged enough to be classified as destroyed.  Many other homes in the city sustained roof or siding damage.  At least 30 homes were reported to have limbs or trees on them in Fostoria alone.  Several sheds and other outbuildings were also leveled.  Hundreds of trees were toppled as well.     This tornado had a damage path more than eight miles in length and up to a 100 yards in width.","A cold front trailing an area of low pressure over the central Great Lakes moved into western Ohio during the late evening hours of May 30th.  Showers and thunderstorms developed in advance of this front and moved across northern Ohio during the early morning hours of May 31st.  A few of these thunderstorms became severe with one producing a tornado.",24
107011,BUTLER CO.,OXFORD MIAMI UNIV AR,06/03/2008,2005,Tornado, ,EF0,0,0,30000,0,OH,EST-5, ,17229,C,17,ILN,0,0,NWS Storm Survey, ,0.35,25,2,SW,2,SSW,OXFORD MIAMI UNIV AR,06/03/2008,2008,39.4748,-84.8045,39.4737,-84.7982,"A homeowner witnessed a tornado in the tree line northwest of their farm on the north side of King Road. In addition to the trees, an older house had its roof removed. A newer and well-built barn sustained half of the roof being peeled off with a large metal door being blown 25 yards away, wrapping around a silo. Wind speeds were estimated to be around 75 mph.","Thunderstorms developed in the afternoon along a northward moving warm front.  Additional thunderstorms developed during the evening as the front moved north.",25
107014,CLINTON CO.,MARTINSVILLE,06/03/2008,2325,Tornado, ,EF0,0,0,15000,0,OH,EST-5, ,17229,C,27,ILN,0,0,NWS Storm Survey, ,0.17,25,0,S,1,SSE,MARTINSVILLE,06/03/2008,2328,39.3133,-83.8192,39.3129,-83.8161,"A brief tornado touchdown occurred along Jonesboro Road just southwest of Martinsville. A barn and a shed sustained damage, along with a few trees and numerous large limbs. The estimated wind speed was 65 mph.","Thunderstorms developed in the afternoon along a northward moving warm front.  Additional thunderstorms developed during the evening as the front moved north.",26
106971,HAMILTON CO.,RED BANK,06/04/2008,650,Tornado, ,EF0,0,0,40000,0,OH,EST-5, ,17230,C,61,ILN,0,0,NWS Storm Survey, ,1.85,50,0,NNE,1,WNW,NEWTOWN,06/04/2008,653,39.1344,-84.3973,39.1228,-84.3663,"A broken damage path suggesting brief tornadic touchdowns was found just west of Newtown in eastern Hamilton county. Numerous trees were broken off on both sides of the Little Miami River to the northwest of Clear Creek Park. Most of the damage occurred on both sides of State Route 32 and Turpin Lane where several metal awnings were thrown across the road, landing in a nursery. Additional tree damage occurred in Mound View Park to the south of Newtown. Estimated wind speeds were between 70 and 75 mph.","Strong thunderstorms continued to develop and track along a warm front that was stalled over the region. Training storms caused excessive rainfall in some areas.",27
103686,VAN WERT CO.,WETSEL,06/06/2008,1944,Tornado, ,EF0,0,0,5000,0,OH,EST-5, ,17491,C,161,IWX,0,0,NWS Storm Survey, ,0.45,100,3,SW,2,SW,WETSEL,06/06/2008,1946,40.9177,-84.465,40.9224,-84.4589,"The tornado touched down on the northeast side of the intersection of Convoy Road and tracked northeast towards a residence. Numerous trees were snapped, uprooted and topped. The house suffered siding and roof damage.  Path length was around one half mile and 100 yards wide. Damage is estimated at $5,000.","A line of thunderstorms moved from central and northeastern Indiana into portions of northwestern Ohio. Several reports of straight-line wind damage were reported across the area. In one small area, a storm survey revealed a brief tornado developed and produced a short path of damage near Wetsel in Van Wert County.",28
160914,DEFIANCE CO.,MARK CENTER,03/08/2009,1704,Tornado, ,EF0,0,0,100000,0,OH,EST-5, ,27423,C,39,IWX,0,0,NWS Storm Survey, ,5.06,50,1,NNE,3,S,NEY,03/08/2009,1707,41.2913,-84.6113,41.3328,-84.5309,"A National Weather Service (NWS) storm survey determined that a tornado initially touched down just east of Mark Center on Williams Center-Cecil Road, where eight utility poles were blown down towards the east with one pole being snapped. Immediately to the northeast of these poles on the south side of Highway 18, a small barn was blown off its foundation, but was left intact with a farm house across the road suffering some minor roof damage. The tornado briefly lifted, but touched down once again on Openlander Road between Lockwood and State Route 18. The front porch on a home was ripped off as well as a television antenna and large tree damaged. A large barn suffered some minor roof damage. As the tornado skipped a few more times, additional trees suffered varying damage, with a few homes suffering shingle or siding damage. The total length along the broken path was roughly 5 miles with a maximum width of only around 50 yards.","Weak instability and moderate shear associated with a northward moving warm front allowed a favorable environment for a small line of storms to remain severe as it exited northeast Indiana into northwest Ohio. A weaker tornado developed out of one of the storms as it moved through Defiance County.",29
169174,MERCER CO.,NEPTUNE,05/27/2009,1610,Tornado, ,EF0,0,0,0,5000,OH,EST-5, ,28776,C,107,ILN,0,0,Emergency Manager, ,0.52,20,2,N,3,NNE,NEPTUNE,05/27/2009,1612,40.6336,-84.4727,40.6376,-84.4643,"A weak tornado briefly touched down in a field just east of Thomas Road, and just west of Mercer-Auglaize County Line Road.  The tornado was rated an EF0, with winds around 65 mph.","An isolated supercell developed over northeast Mercer and northwest Auglaize Counties, producing a weak tornado and flash flooding.",30
169228,CLERMONT CO.,BETHEL,05/30/2009,1944,Tornado, ,EF0,0,0,1000,0,OH,EST-5, ,28778,C,25,ILN,0,0,NWS Storm Survey, ,0.47,20,1,SW,1,S,BETHEL,05/30/2009,1945,38.9617,-84.089,38.9584,-84.0814,"A tornado briefly touched down over the southwest portion of Bethel, near Fossyl Drive and the baseball diamonds at Burke Park.  The tornado moved east-southeast and downed a tree limb on South Ash Street.  It lifted shortly thereafter as it passed just south of downtown Bethel.  The tornado was rated an EF0 with maximum winds at 65 to 70 mph.","Supercells developed across southwest and south central Ohio during the evening as a warm front moved across the region, producing large hail and two tornadoes.",31
169226,CLINTON CO.,(ILN)WILMINGTON ARPK,05/30/2009,1948,Tornado, ,EF0,0,0,0,2000,OH,EST-5, ,28778,C,27,ILN,0,0,NWS Employee, ,0.37,20,1,WSW,1,SW,(ILN)WILMINGTON ARPK,05/30/2009,1949,39.4242,-83.8219,39.4212,-83.8161,"A tornado briefly touched down in a field immediately adjacent to the NWS in Wilmington.  The tornado touched down in a field northeast of the office, coming within 1000 feet of the office.  While no condensation funnel was visible, debris and dust were kicked up in the nearby farm field with clear rotation evident to NWS meteorologists.  The tornado lifted as it approached Davids Drive, on the west side of the Wilmington airport.  The tornado was rated EF0 with maximum winds at 65 to 70 mph.","Supercells developed across southwest and south central Ohio during the evening as a warm front moved across the region, producing large hail and two tornadoes.",32
169227,CLINTON CO.,BURTONVILLE,05/30/2009,1950,Tornado, ,EF0,0,0,10000,0,OH,EST-5, ,28778,C,27,ILN,0,0,NWS Storm Survey, ,0.28,60,2,E,2,W,NEW ANTIOCH,05/30/2009,1951,39.4039,-83.7884,39.4023,-83.7836,"A second tornado touched down southeast of Wilmington along Farmers Road a few minutes after the first brief touchdown near NWS Wilmington.  The extent of the damage included a barn roof partially destroyed with damage to its walls, a shed flipped and blown off its foundation, two trees uprooted and a number of large limbs downed.  Metal siding was ripped off the barn roof and thrown 20 yards. This tornado was also rated an EF0 with maximum winds at 65 to 78 mph.","Supercells developed across southwest and south central Ohio during the evening as a warm front moved across the region, producing large hail and two tornadoes.",33
178943,FAIRFIELD CO.,DRINKLE,06/02/2009,1636,Tornado, ,EF0,0,0,0,1000,OH,EST-5, ,30546,C,45,ILN,0,0,NWS Storm Survey, ,0.02,10,1,E,1,E,DRINKLE,06/02/2009,1637,39.5981,-82.7095,39.5978,-82.7094,"A convergent path extending about 50 yards was found in a wheat field. No structural damage was reported. Event occurred 3 miles south-southeast of Amanda, Ohio.","A frontal boundary stalled over the Ohio Valley and combined with an upper level short wave to produce damaging storms across the region.",34
166412,WAYNE CO.,MADISONBURG,06/17/2009,1827,Tornado, ,EF0,0,0,60000,0,OH,EST-5, ,28295,C,169,CLE,0,0,NWS Storm Survey, ,3.84,100,3,N,2,SW,SMITHVILLE,06/17/2009,1831,40.8945,-81.9295,40.8575,-81.8746,"EF0 tornado was confirmed by NWS storm survey.  The tornado followed an intermittent path approximately 4 miles long just west of Smithville.  Over two dozen trees were snapped along the path of the storm.  The tornado destroyed a garden shed on Honeytown Road, causing damage to several trees and scattering debris up to a mile away.  The tornado left a well defined path through an adjacent potato field.","An area of low pressure tracked through Northern Ohio during the afternoon and evening hours of the 9th. Scattered showers and thunderstorms developed across north-central and northeast Ohio during the late afternoon and evening hours. Many of the thunderstorms became severe. A tornado was also confirmed in Wayne County Ohio.",35
